region,timezone,language,package,hours_use,sum_length,is_paid
TR,3,tr,GPU_3A,9,164,1
AT,1,en,GPU_1,0,33,0
LK,5,en,GPU_1,3,8,0
ZA,2,en,GPU_3A,5,36,1
EC,-5,es,GPU_3A,14,94,1
VN,7,vi,GPU_3A,8,209,1
IN,5,en,GPU_3A,3,35,1
BR,-4,pt,GPU_4A,0,26,0
IN,5,en,GPU_3A,0,27,0
TN,2,it,GPU_3A,3,87,1
TR,3,en,GPU_5P,5,140,1
IN,5,en,GPU_3A,2,109,1
VN,7,vi,CPU_1,0,42,1
VN,7,vi,CPU_1,4,71,1
UY,-3,en,CPU_1,15,70,1
US,-4,en,GPU_8A,6,20,1
FR,1,fr,GPU_3A,3,33,0
VN,7,vi,CPU_1,1,32,0
FR,1,fr,GPU_4A,0,57,1
TR,3,ru,GPU_3A,1,34,1
VN,7,vi,GPU_3A,0,10,1
US,-7,en,GPU_3A,7,5,1
US,-3,en,GPU_3A,1,25,0
VN,7,en,CPU_1,3,72,0
CA,8,en,GPU_5P,0,45,1
US,-4,en,GPU_8A,1,83,1
IN,5,en,GPU_3A,1,57,0
VN,7,vi,CPU_1,5,30,1
VN,7,en,GPU_3A,0,100,0
IL,3,en,GPU_3A,2,42,0
VN,7,en,GPU_5A,36,42,1
VN,7,vi,GPU_1,3,3,0
FR,1,fr,GPU_3A,0,22,1
TH,7,en,GPU_3A,0,8,1
JO,3,en,GPU_3A,0,48,1
IN,5,en,GPU_3A,0,30,0
BR,-3,pt,GPU_3A,1,19,0
PT,1,en,GPU_3A,3,116,1
US,-8,en,GPU_3A,9,14,1
VN,7,vi,CPU_1,1,3,0
VN,7,vi,GPU_4A,1,90,1
BE,1,nl,GPU_3A,0,129,0
GR,2,en,GPU_3A,0,13,1
NL,2,en,GPU_3A,1,93,0
FR,2,pl,GPU_7A,1,40,1
VN,7,vi,CPU_1,0,36,0
JP,9,ja,GPU_7A,0,0,1
GR,3,en,GPU_3A,2,51,1
ID,7,id,GPU_1,3,5,0
AU,10,en,GPU_3A,0,76,1
PL,1,en,GPU_9A,0,39,0
JP,9,vi,GPU_3A,0,29,1
PH,8,en,GPU_3A,13,52,1
BE,1,nl,GPU_3A,2,27,1
IT,2,es,GPU_3A,2,161,1
VN,7,en,CPU_1,1,26,1
CZ,2,cs,GPU_5P,0,51,1
CA,-7,en,GPU_3A,1,38,0
US,-6,en,CPU_1,1,87,1
CA,-5,en,GPU_8A,1,18,1
VE,-4,es,GPU_8A,0,44,1
VN,7,vi,GPU_3A,2,199,1
CA,-4,en,GPU_9A,1,45,1
CH,1,fr,GPU_8A,0,80,1
ES,1,en,GPU_4A,9,19,1
US,-8,en,GPU_7A,0,1,1
IT,1,en,GPU_4A,12,43,1
GB,1,en,GPU_3A,2,67,0
DE,1,de,GPU_3A,0,144,1
US,-7,en,GPU_3A,2,35,1
KR,9,ko,GPU_3A,1,55,1
US,-7,en,GPU_1,3,8,0
US,-4,en,GPU_3A,2,45,1
GB,0,en,GPU_3A,0,4,0
LT,2,en,GPU_4A,2,17,0
DE,1,de,GPU_3A,0,29,0
VN,7,vi,GPU_3A,39,44,1
VN,7,vi,GPU_3A,1,26,1
VN,7,vi,CPU_1,0,10,1
TR,3,tr,GPU_4P,0,44,0
CH,2,fr,GPU_4A,0,71,1
US,-5,en,GPU_3A,0,42,1
TR,3,tr,GPU_1,0,11,0
VN,7,vi,GPU_3A,1,43,1
US,-4,en,GPU_4A,0,29,1
PT,1,pt,GPU_3A,2,54,1
FI,2,fi,GPU_1,3,13,1
VN,7,vi,GPU_3A,1,62,1
NL,2,nl,GPU_4A,0,49,1
VN,7,vi,GPU_4P,0,33,1
VN,7,en,GPU_3A,1,3,1
PK,5,en,GPU_3A,0,149,0
ES,2,es,GPU_5P,0,59,1
DE,1,de,GPU_3A,1,15,0
FR,1,fr,GPU_5P,0,74,1
UA,3,ru,GPU_3A,4,43,1
CA,-4,en,GPU_4A,4,82,1
VN,7,vi,GPU_3A,2,102,0
US,-4,en,GPU_3A,5,9,1
VN,7,vi,GPU_3A,1,35,0
VN,7,en,GPU_3A,1,9,0
VN,7,en,GPU_3A,0,53,1
US,-5,en,GPU_5P,1,53,1
US,-5,en,CPU_1,0,26,1
DE,2,en,GPU_8A,0,6,1
FR,2,fr,GPU_5P,1,52,1
JO,2,en,GPU_8A,3,10,1
IN,5,en,CPU_1,0,83,1
US,-8,en,GPU_3A,8,46,1
US,-7,zh,CPU_1,6,13,1
MY,8,en,GPU_3A,0,34,0
VN,7,en,GPU_3A,1,49,0
VN,7,vi,GPU_3A,1,14,0
RU,3,ru,GPU_3A,6,6,1
VN,7,en,GPU_3A,0,95,1
DE,1,de,GPU_3A,0,2,0
IT,1,it,GPU_3A,1,36,1
MX,-6,es,GPU_3A,1,98,1
TR,3,en,GPU_4A,1,29,1
US,-6,en,GPU_1,1,3,0
VN,7,vi,GPU_3A,2,30,1
ZA,2,en,GPU_3A,3,63,1
SG,8,en,GPU_3A,1,437,1
US,-4,en,GPU_8A,1,48,1
DE,2,en,GPU_3A,2,189,0
IN,4,en,GPU_3A,0,33,1
VN,7,vi,CPU_1,3,21,1
CA,-4,en,GPU_3A,0,29,1
AT,2,de,GPU_8A,0,48,1
AU,10,en,GPU_3A,0,48,1
TH,7,en,GPU_4P,1,42,1
RU,3,ru,GPU_3A,0,9,0
AE,4,en,GPU_4A,1,32,1
TR,3,tr,GPU_3A,2,25,0
VN,7,en,CPU_1,10,29,1
IN,5,en,GPU_3A,1,54,0
TR,3,tr,GPU_6,19,99,1
VN,7,vi,GPU_3A,1,88,0
IN,5,en,GPU_3A,0,35,0
ZA,2,en,GPU_3A,1,26,1
CN,8,zh,GPU_3A,1,80,0
AU,11,en,GPU_3A,1,103,1
IT,2,it,GPU_3A,0,26,0
JO,3,en,GPU_5A,1,40,1
VN,7,vi,GPU_3A,12,45,1
DZ,8,en,GPU_4A,1,29,0
CA,-3,en,GPU_4P,3,180,1
BR,-3,pt,GPU_3A,0,17,1
BR,-3,pt,GPU_4A,1,13,1
IN,5,en,GPU_5P,3,41,1
DE,2,de,GPU_3A,0,64,1
VN,7,vi,GPU_3A,0,32,0
PL,2,pl,CPU_1,0,29,1
US,-5,en,GPU_4A,1,20,1
US,-5,en,GPU_1,3,9,0
US,-6,en,GPU_9A,1,17,1
RO,3,en,GPU_3A,0,7,0
VN,7,en,CPU_1,0,33,0
CY,2,en,GPU_3A,1,26,1
FR,1,fr,GPU_4A,2,43,1
CA,-4,en,GPU_5P,1,13,0
MM,6,en,GPU_3A,0,27,0
TR,3,ru,GPU_3A,1,113,1
CA,-4,en,GPU_3A,2,81,1
SK,1,sk,GPU_7A,0,10,1
GB,1,en,GPU_3A,1,11,1
DE,2,ru,GPU_4A,2,143,1
VN,7,en,GPU_4A,1,42,1
FR,2,fr,GPU_3A,0,154,1
US,-7,en,GPU_6,0,89,1
VN,7,vi,CPU_1,0,8,0
SE,2,en,GPU_4A,1,49,1
ES,2,ca,GPU_7A,0,24,0
IT,1,it,GPU_3A,1,7,0
IN,5,en,GPU_5P,0,54,1
US,-7,en,CPU_1,0,15,1
CL,-3,en,GPU_3A,2,46,1
BD,6,en,GPU_3A,1,70,0
VN,7,vi,CPU_1,3,59,0
KR,9,ko,GPU_9A,17,1197,1
RU,8,ru,GPU_1,1,17,0
BE,1,nl,CPU_1,6,19,1
VN,7,vi,GPU_3A,1,33,0
CL,-4,en,GPU_6,3,190,1
RU,3,en,GPU_3A,2,93,1
RO,3,en,GPU_3A,0,39,1
VN,7,en,CPU_1,5,26,1
IN,5,en,GPU_3A,0,26,0
US,-7,en,GPU_3A,22,25,1
PL,1,en,GPU_4A,0,79,1
BR,-3,pt,GPU_4A,0,38,1
VN,7,vi,CPU_1,0,62,1
VN,7,vi,GPU_1,0,20,0
EG,2,en,CPU_1,0,10,1
CO,-5,es,GPU_3A,0,11,0
RO,2,en,GPU_3A,1,56,1
SE,2,en,GPU_4A,1,10,1
VN,7,vi,GPU_3A,2,60,0
US,-4,en,GPU_5A,3,10,1
TR,3,en,GPU_3A,2,131,1
IN,5,en,GPU_3A,1,7,0
ZA,2,en,GPU_3A,0,26,0
US,-5,en,GPU_1,0,9,0
US,-3,en,GPU_3A,2,12,0
BO,-4,es,GPU_3A,7,157,1
VN,7,en,GPU_8A,0,59,1
VN,7,en,GPU_3A,0,44,1
US,-4,en,GPU_8A,6,154,1
US,-7,en,GPU_5P,4,90,1
BR,-3,pt,GPU_3A,0,29,0
ES,2,en,GPU_3A,0,39,1
GB,1,en,GPU_3A,0,64,1
PL,2,en,GPU_4A,0,25,1
US,-7,en,GPU_3A,2,148,1
US,-4,en,GPU_5P,0,67,1
US,-4,en,GPU_3A,0,10,1
RS,1,en,GPU_4A,0,11,1
CA,-7,en,GPU_4A,1,32,1
AU,11,en,GPU_3A,0,37,1
DE,2,en,GPU_3A,5,110,1
VN,7,vi,GPU_1,0,6,1
VN,7,vi,GPU_3A,0,128,1
VN,7,vi,GPU_4A,0,41,0
MY,8,en,GPU_3A,1,68,0
MD,3,en,GPU_3A,0,121,0
TH,7,th,GPU_3A,2,26,0
EG,2,en,GPU_3A,0,66,0
CO,-5,es,GPU_3A,1,107,1
CA,-4,en,CPU_1,1,10,1
UA,3,uk,GPU_5A,0,9,1
IN,5,en,GPU_3A,1,32,0
US,-6,en,GPU_3A,2,39,1
VN,7,vi,GPU_1,1,22,1
SG,8,en,GPU_3A,1,25,1
SG,8,en,GPU_8A,1,47,1
IT,2,it,GPU_3A,0,25,1
CN,8,zh,GPU_3A,0,62,0
DE,1,zh,GPU_9A,1,121,1
JO,3,en,GPU_3A,0,106,1
BR,-3,pt,GPU_3A,1,115,1
ID,7,en,GPU_3A,0,28,1
DE,1,en,GPU_3A,0,514,1
RU,3,ru,GPU_3A,0,1,1
CA,-5,en,GPU_3A,1,40,1
US,-7,en,GPU_3A,5,58,1
US,-7,en,GPU_3A,0,31,1
BY,3,ru,GPU_3A,0,10,1
CN,8,en,CPU_1,0,29,0
US,-8,en,GPU_8A,4,53,1
IR,-7,en,GPU_4A,1,99,1
US,-4,en,GPU_3A,0,10,1
TW,8,zh,GPU_4A,9,91,1
CA,-4,en,GPU_3A,0,33,1
BR,-3,pt,GPU_5P,1,52,1
VN,7,vi,GPU_3A,0,10,0
CW,-4,en,GPU_4A,1,34,1
VN,7,vi,GPU_8A,0,59,0
BR,-3,pt,CPU_1,5,27,0
US,2,en,CPU_1,4,28,0
IN,5,en,GPU_3A,0,16,0
ZA,2,en,GPU_4A,0,43,1
ID,7,en,GPU_1,3,9,0
DE,2,es,GPU_3A,2,84,1
KR,9,ko,GPU_9A,1,44,1
CN,8,zh,GPU_5A,0,10,1
VN,7,vi,GPU_3A,1,133,1
IT,1,it,GPU_3A,2,57,0
AT,1,en,GPU_1,2,15,0
AE,4,en,CPU_1,3,24,0
VN,7,en,GPU_3A,5,34,1
VN,7,en,GPU_3A,1,30,1
SK,1,sk,GPU_5P,0,170,1
IL,2,he,GPU_3A,10,91,1
PL,2,pl,GPU_3A,1,64,1
BR,-3,pt,GPU_3A,1,25,0
PK,5,en,GPU_3A,2,70,1
IN,0,en,GPU_3A,28,160,1
VN,7,vi,CPU_1,1,45,1
CA,-5,en,CPU_1,1,12,1
VN,7,vi,GPU_3A,2,76,1
RU,3,ru,GPU_4A,0,24,0
EC,-5,es,GPU_3A,0,6,0
US,-7,en,GPU_9A,2,51,1
BH,3,en,GPU_3A,2,85,1
US,-7,en,GPU_3A,1,21,1
SG,8,en,GPU_8A,2,74,1
GB,1,en,GPU_4A,0,25,0
VN,7,vi,GPU_4A,0,25,0
VN,7,en,GPU_1,0,3,0
JO,2,en,GPU_4A,0,15,1
AM,4,en,GPU_3A,0,24,1
CA,-5,en,GPU_3A,0,28,1
IN,5,en,GPU_3A,1,98,1
KR,9,ko,GPU_5P,0,45,0
AU,11,zh,GPU_1,1,8,1
FR,2,fr,GPU_3A,0,25,0
IT,1,it,GPU_9A,0,54,1
US,-7,en,GPU_4A,10,33,1
PL,1,pl,CPU_1,0,31,0
IT,2,it,GPU_3A,2,30,0
GB,1,en,GPU_3A,0,44,1
BD,6,en,GPU_3A,1,21,0
BR,-3,pt,GPU_3A,2,94,0
CA,-6,en,GPU_3A,1,31,1
DE,2,de,GPU_5P,0,133,1
VN,7,en,GPU_3A,2,27,0
CA,-7,en,GPU_3A,1,56,1
AE,4,en,GPU_3A,1,67,0
PL,1,pl,GPU_3A,5,82,1
SG,8,en,GPU_3A,0,51,1
US,-4,en,GPU_4A,1,29,1
DZ,1,en,GPU_4A,10,30,1
ES,2,es,GPU_3A,1,39,0
VN,7,en,GPU_3A,1,66,0
KE,3,en,GPU_3A,2,145,1
GB,0,en,GPU_3A,1,99,1
US,-6,en,GPU_3A,0,6,0
IN,5,en,GPU_4A,1,48,0
PL,2,pl,GPU_3A,1,53,1
US,-5,en,GPU_4A,0,76,1
IN,5,en,GPU_3A,0,28,1
US,-6,en,GPU_3A,0,73,1
OM,4,en,GPU_3A,9,37,1
US,-5,en,CPU_1,7,10,1
US,-4,en,GPU_4A,0,34,0
IN,5,en,CPU_1,1,18,1
DK,2,sk,GPU_3A,1,32,1
MX,-8,en,GPU_3A,1,118,1
US,-5,en,GPU_3A,0,40,1
AT,1,de,GPU_7A,3,4,1
IN,5,en,GPU_3A,0,36,0
CO,-5,es,GPU_3A,1,9,0
DE,2,de,GPU_3A,6,75,1
BR,-3,pt,GPU_3A,3,85,1
ID,7,en,GPU_3A,2,133,1
NZ,13,en,GPU_5P,0,79,1
IR,3,en,GPU_1,3,29,0
GB,8,en,GPU_5P,1,55,1
DE,1,de,GPU_3A,1,12,1
DZ,1,fr,GPU_3A,5,193,1
IN,5,en,GPU_3A,1,57,0
JP,8,en,GPU_8A,0,133,1
SA,3,en,GPU_3A,0,10,0
UA,2,uk,GPU_3A,0,57,0
GB,0,en,GPU_8A,1,54,1
PE,-5,es,GPU_3A,1,92,1
VN,7,vi,GPU_3A,1,11,0
US,-5,en,GPU_8A,0,68,1
VN,7,en,GPU_3A,4,14,1
VN,7,vi,GPU_1,0,59,0
US,-4,en,GPU_7A,1,18,1
VN,7,vi,GPU_3A,1,128,1
VN,7,vi,CPU_1,3,73,1
QA,3,en,GPU_9A,5,66,1
IT,2,it,GPU_3A,1,53,1
GB,1,en,GPU_3A,2,25,0
VN,7,en,GPU_3A,1,32,1
AU,11,en,GPU_9A,10,98,1
ES,2,es,GPU_3A,0,23,0
VN,7,vi,GPU_3A,3,18,1
DE,2,pl,GPU_4A,1,32,1
VN,7,en,GPU_3A,0,32,1
SE,1,sv,GPU_3A,0,27,1
EG,2,en,GPU_4P,1,45,0
QA,3,en,GPU_8A,2,0,1
TH,7,en,GPU_3A,1,138,1
US,-4,en,GPU_8A,1,30,1
US,2,pl,GPU_9A,80,67,1
EG,2,en,GPU_3A,0,33,1
PL,1,pl,GPU_1,0,7,0
IN,5,en,GPU_5P,0,133,1
VN,7,vi,CPU_1,2,95,1
VN,7,vi,GPU_6,1,16,1
US,-4,en,GPU_3A,16,133,1
BR,-3,pt,GPU_1,0,14,0
VN,7,en,GPU_1,3,48,1
BR,-3,pt,GPU_3A,0,11,0
VN,7,en,GPU_3A,2,52,0
AR,-3,es,GPU_7A,1,4,1
VN,7,en,GPU_3A,1,23,0
NG,1,en,GPU_8A,0,14,1
CO,-5,en,GPU_3A,2,55,0
BR,-3,pt,GPU_8A,0,128,1
MX,-6,es,GPU_3A,3,34,1
SO,3,en,GPU_3A,0,28,0
DE,1,de,GPU_5P,2,35,1
ID,7,id,GPU_1,1,12,1
VN,7,vi,CPU_1,7,32,1
US,-8,en,GPU_9A,0,15,1
RU,3,ru,GPU_3A,2,56,0
VN,7,vi,CPU_1,6,32,0
TH,7,th,GPU_3A,1,29,1
TR,3,en,GPU_3A,1,34,1
KR,9,ko,GPU_5P,5,28,1
KR,9,ko,GPU_5P,1,460,1
HU,1,hu,GPU_3A,0,12,0
FR,2,fr,GPU_3A,3,100,1
CH,2,de,GPU_3A,2,14,1
US,-5,en,GPU_4A,1,30,1
BR,8,en,GPU_3A,1,23,0
US,-5,en,GPU_5A,9,80,1
US,-5,en,GPU_3A,1,31,1
VN,7,vi,CPU_1,1,12,1
PS,3,en,GPU_3A,1,59,0
VN,7,vi,CPU_1,1,74,1
PL,1,pl,GPU_3A,1,64,1
GB,1,en,GPU_5P,0,66,1
KR,9,ko,CPU_1,1,40,1
IN,5,en,GPU_3A,0,36,0
VN,7,vi,CPU_1,5,49,0
GE,4,en,GPU_3A,1,25,0
CO,-5,es,GPU_3A,0,52,1
CZ,1,en,GPU_3A,2,54,1
SA,3,en,GPU_3A,0,27,1
AU,11,en,GPU_3A,14,104,1
LB,2,en,GPU_1,1,15,1
NL,2,ko,GPU_7A,1,11,1
VN,7,en,GPU_3A,0,71,1
IN,5,en,GPU_3A,0,34,1
NL,1,en,GPU_4A,0,30,1
IN,5,en,CPU_1,0,24,0
VN,7,vi,GPU_3A,1,34,1
US,-7,en,GPU_3A,1,24,1
VN,9,en,GPU_3B,1,26,1
VN,7,vi,GPU_3A,0,54,0
TW,8,zh,GPU_4A,0,24,1
BY,3,en,GPU_4A,1,118,1
CA,-4,fr,GPU_3A,4,36,1
US,-5,en,GPU_5P,6,63,1
VN,7,en,GPU_3A,1,30,1
VN,7,en,GPU_3A,5,78,1
VN,7,vi,GPU_3A,0,36,1
DK,1,da,GPU_9A,0,46,1
ES,2,es,GPU_3A,1,24,0
VN,7,en,GPU_3A,1,26,0
CY,2,en,GPU_5P,0,47,1
PT,1,fr,GPU_4A,1,58,0
NL,2,nl,GPU_6,1,111,1
VN,7,vi,GPU_3A,0,27,1
KR,9,ko,GPU_4A,0,102,1
VN,7,vi,GPU_3B,0,28,1
VN,7,en,GPU_3B,0,133,0
JP,9,ja,GPU_3A,1,60,1
LB,2,en,CPU_1,0,29,0
VN,7,vi,CPU_1,3,19,1
VN,7,vi,GPU_3A,1,133,0
CN,8,zh,GPU_3A,0,26,0
HU,2,hu,CPU_1,0,28,1
VN,7,vi,CPU_1,0,8,1
VN,7,vi,GPU_5,1,4,1
VN,7,en,GPU_3A,0,28,1
NG,1,en,GPU_7A,0,13,1
GB,1,zh,GPU_3A,0,56,1
DE,1,de,GPU_3A,2,40,1
DE,2,de,GPU_3A,0,10,1
FR,2,fr,GPU_4P,0,76,1
VN,7,vi,GPU_5,1,23,0
US,-4,en,GPU_5A,5,42,1
VN,7,en,GPU_3B,0,10,1
VN,7,vi,GPU_3A,1,56,0
US,-7,en,GPU_8A,1,43,1
EG,2,en,GPU_3A,0,117,1
NL,1,en,GPU_3A,1,86,0
IQ,3,en,CPU_1,5,25,0
VN,7,vi,GPU_1,1,10,1
KE,3,en,GPU_3A,2,14,1
FR,2,fr,GPU_4A,0,27,0
PT,0,pt,GPU_7A,50,174,1
AL,7,en,GPU_3A,0,26,1
IN,5,en,CPU_1,1,34,1
IR,3,en,GPU_4A,1,42,1
UG,3,en,GPU_3A,0,67,0
BR,-3,en,GPU_4A,9,74,1
GB,1,en,GPU_3A,4,26,1
IN,5,en,CPU_1,5,48,1
IN,5,en,GPU_3A,0,24,1
US,-8,en,GPU_3A,3,134,1
PT,0,es,GPU_3A,1,29,1
NL,2,nl,GPU_3A,1,47,1
US,-5,en,GPU_3A,8,95,1
NL,2,en,GPU_3A,0,39,1
PL,2,en,GPU_7A,0,16,1
NL,2,nl,GPU_5A,1,12,1
GB,1,en,GPU_4A,2,50,1
PL,2,pl,GPU_3A,0,56,1
LT,3,lt,GPU_3A,1,28,0
US,-4,en,GPU_3A,9,133,1
MX,-7,es,GPU_3A,1,35,0
JP,9,en,GPU_8A,1,7,1
RU,3,ru,GPU_1,3,2,0
BR,-3,pt,GPU_3A,1,27,0
US,-8,ru,GPU_5,0,7,1
JP,9,ja,GPU_4A,0,28,1
GB,0,en,GPU_4A,1,273,1
VN,7,vi,CPU_1,0,36,0
US,-6,en,CPU_1,0,24,0
IT,1,it,GPU_3A,3,4,1
VN,7,vi,GPU_3A,0,41,1
VN,7,vi,GPU_1,0,9,1
ES,1,en,GPU_3A,0,75,1
TW,8,zh,GPU_3A,0,24,0
FR,2,fr,GPU_3A,0,10,1
VN,7,vi,GPU_3A,4,81,1
US,-5,en,GPU_3A,0,87,0
RO,3,en,GPU_3A,1,43,0
LK,5,en,GPU_3A,0,78,1
VN,7,vi,GPU_3A,3,9,1
FR,1,fr,GPU_4A,1,15,1
US,-4,en,GPU_4A,1,151,1
US,-4,en,GPU_3A,0,58,1
NO,1,en,GPU_3A,1,41,0
US,-6,en,GPU_1,3,2,0
CO,-5,es,GPU_3A,3,190,1
US,-5,en,GPU_5P,0,140,1
ID,7,en,GPU_3A,1,10,1
VN,7,vi,GPU_3A,0,40,1
NG,1,en,GPU_3A,0,25,1
GR,3,el,GPU_3A,0,29,0
BR,-3,pt,GPU_3A,27,312,1
IN,5,en,GPU_3A,0,25,0
VN,7,en,GPU_3A,0,151,1
US,-5,en,GPU_4A,0,28,1
TH,7,th,GPU_9A,0,267,1
CZ,1,cs,GPU_1,3,15,0
DE,1,de,CPU_1,0,9,1
CA,-7,en,GPU_4A,0,33,0
BR,-3,pt,GPU_3A,1,59,1
US,-5,en,GPU_3A,0,35,1
GB,0,en,GPU_3A,1,164,1
TN,4,en,GPU_7A,0,61,1
US,-7,en,CPU_1,0,189,1
ZA,2,en,GPU_3A,1,217,1
KR,9,ko,CPU_1,0,22,1
EG,2,en,GPU_3A,0,26,1
EG,2,en,GPU_3A,1,191,0
DO,-4,en,GPU_3A,6,57,1
VN,7,vi,GPU_3A,26,71,1
VN,7,en,GPU_3A,3,27,1
DE,2,en,GPU_4A,8,140,1
IN,5,en,GPU_3A,0,81,1
GR,3,en,GPU_3A,2,10,0
VN,7,en,CPU_1,5,92,1
BR,-3,pt,GPU_3A,2,133,0
US,-5,en,GPU_4A,0,26,1
EE,2,et,GPU_3A,1,95,1
ZA,2,en,CPU_1,0,27,0
VN,7,ru,GPU_9A,0,42,0
ZA,2,en,GPU_8A,0,70,1
TR,3,tr,GPU_3A,2,25,0
UA,3,ru,GPU_3A,1,31,0
RU,3,en,GPU_3A,2,61,1
IL,2,en,GPU_3A,2,103,1
VN,7,vi,GPU_3A,2,73,1
AE,4,en,GPU_3A,2,63,0
VN,7,vi,CPU_1,1,24,0
AU,10,en,GPU_5P,1,54,1
ID,7,en,GPU_3A,1,313,1
US,-5,en,GPU_3A,0,27,1
GH,-8,en,GPU_3A,1,66,0
RU,7,en,GPU_3A,0,33,0
DE,1,de,GPU_8A,3,46,1
CH,1,fr,GPU_3A,0,57,1
VN,7,vi,GPU_1,1,80,1
VN,7,vi,GPU_4A,1,31,1
AU,11,vi,GPU_3A,0,27,0
VN,7,en,CPU_1,1,42,1
VN,7,en,GPU_4A,0,35,1
BR,-3,pt,GPU_9A,14,139,1
US,-6,en,GPU_1,3,5,0
VN,7,vi,GPU_1,2,66,1
VN,7,en,GPU_3A,1,176,1
DE,2,de,GPU_3A,0,15,1
EG,2,en,GPU_1,2,57,1
CH,2,fr,GPU_9A,8,64,1
UA,3,ru,GPU_4A,0,30,1
IN,5,en,GPU_3A,2,25,0
FR,2,fr,GPU_5A,2,12,1
TR,3,tr,GPU_3A,0,58,0
RU,3,ru,GPU_1,1,28,1
GB,1,en,GPU_4A,2,28,0
DE,1,de,GPU_7A,8,19,1
QA,3,en,GPU_3A,0,10,1
AU,9,en,GPU_3A,0,27,1
IT,1,it,CPU_1,6,5,0
MA,1,fr,GPU_1,1,56,0
SG,8,en,GPU_4A,1,94,1
PA,-5,en,GPU_3A,2,69,0
US,-8,en,GPU_4A,2,35,1
VN,7,vi,CPU_1,2,51,0
FR,2,fr,GPU_4A,3,42,1
ES,1,es,GPU_3A,0,28,1
PR,-4,en,GPU_3A,24,12,1
VN,7,vi,GPU_3A,0,22,1
BR,-3,pt,GPU_3A,0,50,0
IN,5,en,GPU_1,3,10,0
UA,3,ru,GPU_3A,0,83,1
DE,1,de,GPU_3A,0,27,0
PL,1,en,GPU_1,1,10,0
TR,3,tr,GPU_8A,0,34,1
CZ,2,cs,GPU_3A,0,23,1
VN,7,vi,CPU_1,1,76,1
VN,7,en,GPU_5P,1,103,1
FR,2,fr,GPU_3A,0,47,1
VN,7,vi,CPU_1,0,134,0
VN,7,vi,GPU_4A,0,31,1
VN,7,vi,GPU_3A,1,46,1
RU,3,ru,GPU_3A,1,63,1
FR,1,en,CPU_1,1,24,1
JO,2,en,GPU_1,3,6,0
BR,-3,pt,GPU_3A,1,50,1
IR,3,en,GPU_3A,2,24,0
IN,5,en,CPU_1,3,31,1
IN,5,en,GPU_4A,1,32,0
SA,3,ar,CPU_1,0,26,1
GB,0,en,GPU_5P,5,75,1
IT,1,it,GPU_1,1,110,1
GB,0,en,GPU_4A,1,30,1
IN,5,en,GPU_3A,0,39,0
CH,2,de,GPU_3A,1,14,1
DK,2,da,GPU_5P,5,62,1
PE,-5,es,GPU_5,5,0,1
CW,-4,en,GPU_4A,0,25,0
VN,7,en,GPU_4A,0,35,1
DE,-8,en,GPU_3A,4,133,1
DE,2,de,GPU_7A,17,2,1
KR,9,ko,GPU_3A,0,26,0
IT,1,it,GPU_3A,1,61,1
RU,3,ru,GPU_4A,9,39,1
CZ,1,cs,GPU_3A,0,54,0
VN,7,vi,GPU_3A,1,44,1
DE,2,de,GPU_3A,2,36,1
KR,9,ko,GPU_3A,0,83,1
VN,7,en,GPU_4A,2,31,0
SE,1,sv,GPU_4A,1,53,0
RO,3,ro,GPU_3A,2,114,0
BE,2,en,GPU_3A,0,26,1
IT,1,en,GPU_3A,4,142,1
US,-5,en,GPU_4A,1,28,1
BR,-3,pt,GPU_3A,1,63,0
FR,1,fr,GPU_3A,1,34,1
AF,8,en,GPU_5P,0,46,0
SG,8,en,GPU_3A,1,24,0
DE,2,de,CPU_1,1,45,0
US,-5,en,GPU_5P,0,15,1
MX,-6,en,GPU_4A,1,294,1
BR,-3,pt,GPU_3A,1,37,0
VN,7,vi,GPU_3A,0,8,0
FR,1,fr,GPU_3A,1,57,0
BG,2,bg,GPU_3A,0,182,1
HU,1,hu,CPU_1,2,67,1
VN,7,vi,CPU_1,2,137,0
NP,5,en,GPU_3A,0,8,0
VN,7,en,CPU_1,2,13,0
EG,2,en,GPU_3A,1,153,0
IT,1,it,GPU_1,3,66,0
ZA,2,en,GPU_3B,2,24,0
US,-6,en,GPU_9A,0,39,0
SE,1,sv,GPU_5P,0,50,1
KR,9,ko,GPU_4A,0,13,1
NL,2,en,CPU_1,0,37,0
TR,3,tr,GPU_3A,0,26,0
US,-6,en,GPU_3A,1,44,1
VN,7,en,GPU_3B,0,133,0
VN,7,en,GPU_3A,1,74,1
MX,-5,es,GPU_3A,1,33,1
TR,3,en,GPU_3A,1,69,1
US,-6,en,GPU_1,0,6,0
VN,7,vi,GPU_1,3,27,0
US,-4,zh,GPU_3A,1,10,1
VN,7,en,GPU_3A,10,100,1
US,-7,en,GPU_3A,5,72,1
VN,7,vi,GPU_3A,2,172,1
VN,7,en,CPU_1,1,29,1
VN,10,en,GPU_3A,0,46,1
IN,5,en,GPU_3A,4,10,1
JO,3,ar,GPU_3A,1,48,1
IN,5,en,GPU_4A,1,115,1
KR,9,ko,GPU_3A,1,36,0
KW,3,en,GPU_3A,0,64,0
BR,-3,pt,GPU_1,0,66,0
BR,-3,pt,GPU_1,3,8,0
ES,1,es,GPU_3A,2,94,1
FI,3,en,GPU_3A,3,26,0
IN,5,en,GPU_4A,2,24,1
VN,7,en,GPU_1,3,2,0
VN,7,vi,CPU_1,0,40,1
VN,7,en,GPU_3A,0,28,0
HN,-6,en,GPU_3A,2,70,1
